altitude,heading,vertical_speed,velocity,roll,pitch,yaw,g_force,event_label,label_encoded
-0.0679530315404614,1.127582957115591,-0.11409173630429462,0.46657424829693883,-0.26068955968945656,-0.09485897170772714,1.1371297984610078,0.005685805166252953,CRUISE,0
0.1362018974693734,-0.1457079600234607,-0.0986069558601551,0.6401316551387779,-0.26130900879093566,-0.16465576562190293,-0.13566320482195873,-0.00033688187018140846,CRUISE,0
0.13409297470089931,-0.14577058824039718,-0.08127622906572238,0.6422380539903879,-0.26204218852334654,-0.15726051822348958,-0.1356529514197339,-0.004449048849742274,CRUISE,0
0.13199525695396142,-0.14581180963742052,-0.06405604045082477,0.6443581114375307,-0.2618055765210632,-0.14988390208618815,-0.1356547192477038,-0.006141223757260415,CRUISE,0
0.065565629498396,-0.1468871042773684,0.48191446992890646,0.6990615303296872,-0.25455333461366514,0.08429378209220335,-0.1364507721825231,-0.10001144255172512,HIGH_SPEED,3
-0.08842829916247834,-0.18280155603670617,1.931252112670397,0.4877432457182967,0.054598641225330674,0.9308837455445346,-0.1719689110557841,-0.5358829469559481,HIGH_SPEED,3
0.13750787715826265,-0.14555422013499172,-0.10933956586611819,0.638826921181386,-0.26183807098704365,-0.16924382727595727,-0.1356524210713428,0.0011915341753181963,CRUISE,0
0.13651632664913144,-0.14568602245594622,-0.10119072068675578,0.6398215644501067,-0.26170454487683636,-0.16576000865853466,-0.135660022731613,-0.00017312300816489228,CRUISE,0
0.13721203955055086,-0.14561560994085895,-0.10690952972546336,0.6391230828072867,-0.26192453614652056,-0.16819684128566945,-0.1356556031616885,0.0003909352943411547,CRUISE,0
0.040806412972155356,-0.43591614852448013,-1.0143367664690106,0.6841283579369649,-0.5166389439779321,-0.6105470589192744,-0.42619777643944234,0.1813808686823116,HIGH_SPEED,3
0.1363684078452756,-0.14569876039837404,-0.09997668398950042,0.6399686310109135,-0.26142236592225854,-0.1652240190858157,-0.13566373517034985,-0.000227709295503731,CRUISE,0
-0.06895221899164523,2.1452170007573184,-0.10447968531836502,0.31909563065268776,0.08381415413868401,-0.009576873283551866,2.154928290066577,0.013982920841823102,CRUISE,0
-0.06874110762219798,2.1767080250927338,-0.1079839162777206,0.2449634681669817,-0.17386173209226188,0.03460102775976559,2.186628804438967,0.007177830353527339,CRUISE,0
0.0893168948694579,-0.3579599408662943,-1.3057325804908513,0.6935294610550184,-1.2414558333941526,-0.7288367085081817,-0.3482786372751418,0.3689029611218816,TURN_LEFT,7
0.13638462069766594,-0.14569044535262243,-0.1001075686313137,0.6399510506404265,-0.26192789764300134,-0.1653001346037728,-0.1356559567272826,-0.001010112747367153,CRUISE,0
0.022670553533677005,-0.44908240426642354,-0.8579807000966765,0.6694589587183606,-0.3948806859505124,-0.5359877056859963,-0.4393891319675982,0.11822453423075402,HIGH_SPEED,3
-0.5989321100925227,1.869276900018248,-0.156457698862367,-1.8088076653710465,-0.13226190589443873,-1.475772827693526,1.8787684580202602,-2.078964508321201,LOW_SPEED,4
0.136655168759564,-0.14566815395337374,-0.10233084535938675,0.6396824090560193,-0.26204274877276,-0.16624919286797252,-0.1356520675057487,-0.00030049101195618935,CRUISE,0
0.1353202062496062,-0.14573927413192894,-0.09135460507336561,0.6410112822144263,-0.2619357411347897,-0.16155979533030962,-0.13565613351007963,-0.0024839425055279193,CRUISE,0
-0.021378639649277505,-0.1580336884810355,1.3564217916825343,0.6432103837119516,-0.15438970347814593,0.5216467319587964,-0.1473886773975225,-0.41444665305514355,HIGH_SPEED,3
-0.06664029127991908,1.0985027653005062,-0.12038379714180192,0.6384807231164065,0.01393163030091363,-0.17298871075944777,1.1066294624973427,0.011217215616633726,CRUISE,0
-0.12157776069761375,-0.20294130451027342,2.1559831403802843,0.37435844341038665,0.20708041683732578,1.1607773757196977,-0.19199292168737467,-0.576986421322433,HIGH_SPEED,3
-0.06452204142647898,-0.46242292213741354,-0.13772637105177812,0.6367274192443517,-0.2613435575047655,-0.1816697423850831,-0.4538621627738885,0.007942038376277142,CRUISE,0
-0.0692404822551901,0.3018078023215099,-0.10789006522462559,0.6368146449286922,4.408482089006723,-0.13250138988979468,0.31009302672824524,1.8381292757170777,CRUISE,0
-0.06785500325149042,1.127649300565736,-0.11550104227619672,0.48946206501747247,-0.2600280918819682,-0.10658962268267744,1.1370099397246518,0.005303701154877042,CRUISE,0
-0.01718927615031237,-0.46154948850177374,-0.5308799730609376,0.6156159637279351,-0.2782483365566164,-0.3640495669358943,-0.45198932582263907,0.06947897963676702,HIGH_SPEED,3
0.13721567022792022,-0.14561207162351827,-0.10693335766547794,0.639119296265951,-0.26204368252178245,-0.16823319496588776,-0.1356524210713428,-0.00039146815752226727,CRUISE,0
0.11963267531574534,-0.1459365353236932,0.03746422371792901,0.6573030791617649,-0.261684002398343,-0.10693998127578157,-0.135670983265026,-0.02333590426913602,CRUISE,0
0.05041187073570699,-0.4261769300432185,-1.0739426926878042,0.6894769828072803,-0.6084531781046998,-0.6493168956091128,-0.41646659059665647,0.05459511862225445,HIGH_SPEED,3
-0.06898558366471141,2.138611316113298,-0.10396736064135696,0.3265283408274564,0.13814770250516975,-0.013618039260821727,2.1482952227409373,0.01702155750371071,CRUISE,0
6.206643629445094,-2.397960315294374,-2.158218407683338,-0.6872529192055804,-0.41302660420297527,-1.126151305455818,-2.3976594989150883,-6.553366090664505,HIGH_ALTITUDE,1
-0.06771515957488704,0.8205930602135353,0.043430825673118574,0.6331914658048903,2.514439613689835,-0.07073307904133523,0.8285448193574634,0.5802064794122717,CRUISE,0
-0.5097306926428793,-0.2366959673646298,1.2624024671635923,-0.2902890326221311,-0.7920379469039853,1.832547944054123,-0.22554170020223288,1.3898666840868332,HIGH_SPEED,3
-0.5973231315978001,-0.22978775658794856,0.07643319113795126,-1.1565641887778275,-0.020706723435095758,-0.866600797379546,-0.21920509762713522,-2.2556785158675923,NORMAL_FLIGHT,5
-0.5578996467357141,-0.23842142781599676,2.850788337676291,-0.44483989522935313,-0.18906783492251075,2.5405549519881725,-0.22686986935597434,-0.3088403824827316,HIGH_SPEED,3
-0.06923610040319257,1.31033209413695,-0.3965919597074439,0.4427955124935594,4.466850180149318,-0.19844128554330728,1.320273240480582,2.2386652567836656,CRUISE,0
-0.02068518027174246,-0.46193905724102413,-0.501640542624993,0.6104409112077764,-0.27495724475216476,-0.34816846173251775,-0.45239946191164215,0.06518485836607804,HIGH_SPEED,3
-0.5970075005386373,-0.8709814567256038,-0.07275257001150912,-1.819901447129698,-0.19956018593773586,-0.5263392117455507,-0.8592348393122351,-0.030959789067522444,LOW_SPEED,4
0.0625098511111643,-0.14701076846843839,0.5073858188036569,0.6999830798272668,-0.253509776706199,0.09540187629341478,-0.1365679791769236,-0.10801743136148745,HIGH_SPEED,3
-0.04839313280070627,-0.46303540486915096,-0.27032078045685487,0.5876427543767279,-0.2619979288196834,-0.2270502686121231,-0.45378614617118535,0.02881219556899684,CRUISE,0
-0.0672653311684086,1.1256689043499457,-0.12095565887231702,0.5812252429807881,-0.23732715914829433,-0.14959511753895383,1.1343564299419215,0.004448515986561161,CRUISE,0
0.12856007278163853,-0.14585480019311445,-0.035826289014629926,0.6478994742217572,-0.26199083232711295,-0.1379112719272846,-0.1356547192477038,-0.011690829636754807,CRUISE,0
0.13736577995777474,-0.1455968568589514,-0.10817036580876853,0.6389678346125224,-0.26150322858760083,-0.1687451002254621,-0.135662144125177,0.0009549935968472018,CRUISE,0
-0.06919754010561525,0.5317326167877247,-0.08518192990990173,0.6356713799125449,4.408779394695464,-0.10868904771528587,0.5398738919857862,1.8768309534406336,CRUISE,0
0.12630088378859558,-0.14588522972224766,-0.01727426361448956,0.6502626140992906,-0.26168568314658336,-0.13006205794714493,-0.13566426551874047,-0.0145839028657375,CRUISE,0
0.08421510458885793,-0.3708723223390167,-1.230245906191604,0.6941961627973426,-1.1222750961682446,-0.7221896652907619,-0.36117653336030386,0.045333645203690744,HIGH_SPEED,3
-0.5943092937939723,-3.103153241880479,-0.12364665573600819,-1.811435545343075,-0.5575517176450523,-1.090099133572801,-3.0924900691241666,-0.0941707098064209,LOW_SPEED,4
-0.06995009188722992,1.8352979078444684,-0.07768507216659525,0.4113879777676691,2.6771227841216665,-0.025558632739032885,1.8450174399856523,0.7141430331137733,CRUISE,0
-0.057237400274419696,-0.46286627330024854,-0.1971183087460671,0.6063872158574658,-0.2618926019299535,-0.198694170831326,-0.4538425398834231,0.017039752932826353,CRUISE,0
-0.06310764219959634,-0.4625561397853044,-0.14927925757739194,0.6341332327285304,-0.26171294861803823,-0.18627893461576434,-0.4538527932856479,0.009051959552175616,CRUISE,0
